Lot ID,Material,Weight,Quoted price,Final price,Recycler,Status,Date/time,Location,Payment status
LOT260401015085,LCD Panel,4.05 kg,₹261.19,₹264.10,ScrapSmart Surat Resource Recovery 1616,Pending Pickup,01-04-2026 15:45,Surat,Pending
LOT260401014846,Television,48.99 kg,₹926.85,"₹1,040.25",RecyclePro Patiala Recycling Services 0431,Quoted,01-04-2026 15:55,Patiala,Pending
LOT260401007053,Television,24.04 kg,₹635.98,₹662.91,RenewTech Patna Green Processing 1187,Completed,01-04-2026 16:13,Patna,Paid
LOT260401016227,Television,21.43 kg,₹358.60,₹323.65,EcoCycle Gaya Recycling Services 4481,Completed,01-04-2026 16:31,Gaya,Paid
LOT260401010729,PCB,1.82 kg,₹984.09,"₹1,049.02",E-Waste Kochi Circular Solutions 0305,Completed,01-04-2026 16:36,Kochi,Paid
LOT260401005186,Mixed Plastic,66.56 kg,"₹1,469.05","₹1,537.80",GreenBridge Kolhapur Collection & Recycling 4960,Pending Pickup,01-04-2026 16:55,Kolhapur,Pending
LOT260401003434,Mobile,5.63 kg,"₹1,025.80","₹1,077.29",CleanEarth Delhi Recovery Centre 1344,Handover Confirmed,01-04-2026 17:00,Delhi,Paid
LOT260401016478,Battery,10.68 kg,"₹1,589.59","₹1,685.94",E-Waste Kanpur Circular Solutions 0205,Completed,01-04-2026 17:04,Kanpur,Pending
LOT260401019385,CRT,18.87 kg,₹155.72,₹151.34,RecyclePro Haridwar Recycling Services 3191,Handover Confirmed,01-04-2026 17:19,Haridwar,Paid
LOT260401011744,Television,47.74 kg,₹659.03,₹649.71,EcoRecover Warangal Green Processing 4977,Completed,01-04-2026 17:42,Warangal,Paid
LOT260401005503,Mobile,6.29 kg,"₹2,060.77","₹2,073.85",GreenMine Cuttack Recovery Centre 2794,Completed,01-04-2026 17:45,Cuttack,Paid
LOT260401010381,Cable,47.31 kg,"₹21,102.21","₹20,737.78",CircularGrid Guwahati Sustainable Recycling 2439,Completed,01-04-2026 18:01,Guwahati,Paid
LOT260401011996,LCD Panel,19.0 kg,"₹1,265.44","₹1,109.76",GreenCircuit Ranchi Materials Recycling 2168,Completed,01-04-2026 19:10,Ranchi,Paid
LOT260401010811,Battery,6.54 kg,₹769.63,₹750.95,GreenLoop Meerut E-Waste Solutions 1302,Cancelled,01-04-2026 19:44,Meerut,Not Applicable
LOT260401016940,LCD Panel,2.32 kg,₹152.37,₹161.37,EcoCycle Ludhiana Recycling Services 2801,Completed,01-04-2026 20:08,Ludhiana,Paid
LOT260401004923,Battery,8.52 kg,"₹1,358.58","₹1,290.78",CleanEarth Cuttack Recovery Centre 0124,Pending Pickup,01-04-2026 21:10,Cuttack,Pending
LOT260401013371,Cable,14.71 kg,"₹5,654.01","₹5,364.73",EcoRecover Raipur Green Processing 0537,Handover Confirmed,01-04-2026 21:37,Raipur,Paid
LOT260401019278,Mixed Metal,3.29 kg,₹132.01,₹139.83,GreenCircuit Bengaluru Materials Recycling 0728,Pending Pickup,01-04-2026 22:11,Bengaluru,Pending
LOT260401006185,Washing Machine,58.66 kg,"₹1,872.19","₹1,824.33",CircularGrid Bhubaneswar Sustainable Recycling 0479,Completed,01-04-2026 22:22,Bhubaneswar,Paid
LOT260401016572,Battery,20.63 kg,"₹1,724.46","₹1,840.03",UrbanRecycle Tiruchirappalli Sustainable Recycling 4269,Quoted,01-04-2026 22:26,Tiruchirappalli,Pending
LOT260401008295,LCD Panel,8.66 kg,₹521.13,₹466.39,GreenLoop Aurangabad E-Waste Solutions 2022,Quoted,01-04-2026 22:29,Aurangabad,Pending
LOT260401016325,Printer,9.05 kg,₹269.88,₹295.41,ReTech Prayagraj Recycler Hub 2343,Completed,01-04-2026 23:31,Prayagraj,Paid
LOT260401019909,CRT,34.25 kg,₹252.58,₹227.47,E-Waste Karnal Circular Solutions 3365,Cancelled,01-04-2026 23:35,Karnal,Not Applicable
LOT260401001914,Printer,35.56 kg,₹707.70,₹806.56,E-Waste Kota Circular Solutions 3305,Handover Confirmed,01-04-2026 23:45,Kota,Partial Payment
LOT260402011056,Washing Machine,54.65 kg,"₹1,073.59","₹1,121.20",GreenLoop Gangtok E-Waste Solutions 2722,Completed,02-04-2026 00:01,Gangtok,Paid
LOT260402018981,Mouse,2.47 kg,₹129.05,₹132.01,RecoverX Delhi Circular Solutions 1255,Completed,02-04-2026 00:40,Delhi,Paid
LOT260402004530,PCB,2.35 kg,"₹1,213.21","₹1,300.49",ScrapSmart Shimla Resource Recovery 1736,Completed,02-04-2026 00:42,Shimla,Paid
LOT260402007477,Glass,23.32 kg,₹77.00,₹72.60,UrbanRecycle Coimbatore Sustainable Recycling 3849,Completed,02-04-2026 01:09,Coimbatore,Paid
LOT260402011168,LCD Panel,3.26 kg,₹176.39,₹175.01,ReTech Guwahati Recycler Hub 0303,Quoted,02-04-2026 01:14,Guwahati,Pending
LOT260402004840,Cable,12.3 kg,"₹5,560.49","₹5,290.63",UrbanRecycle Tiruchirappalli Sustainable Recycling 4269,Completed,02-04-2026 01:32,Tiruchirappalli,Paid
LOT260402000422,PCB,1.0 kg,₹436.15,₹437.29,Circular Salem Resource Recovery 4446,Completed,02-04-2026 01:54,Salem,Paid
LOT260402010946,Battery,2.91 kg,₹469.36,₹500.20,E-Waste Jamshedpur Circular Solutions 2525,Pending Pickup,02-04-2026 02:16,Jamshedpur,Pending
LOT260402008744,Mixed Metal,66.1 kg,"₹2,782.52","₹2,928.92",GreenLoop Jabalpur E-Waste Solutions 4602,Completed,02-04-2026 02:43,Jabalpur,Partial Payment
LOT260402001192,Mixed Plastic,47.04 kg,"₹1,362.07","₹1,512.22",RecoverX Vellore Circular Solutions 1155,Cancelled,02-04-2026 03:00,Vellore,Not Applicable
LOT260402002111,Motor,27.76 kg,"₹1,670.52","₹1,500.44",CleanEarth Salem Recovery Centre 1064,Completed,02-04-2026 03:07,Salem,Paid
LOT260402008565,Microwave,20.55 kg,₹446.39,₹443.35,GreenCircuit Bilaspur Materials Recycling 4988,Completed,02-04-2026 03:11,Bilaspur,Paid
LOT260402002259,Printer,35.25 kg,₹749.97,₹695.25,EcoRecover Bathinda Green Processing 0697,Pending Pickup,02-04-2026 04:33,Bathinda,Pending
LOT260402007668,LCD Panel,4.51 kg,₹233.73,₹244.03,GreenBridge Bathinda Collection & Recycling 1320,Cancelled,02-04-2026 04:39,Bathinda,Not Applicable
LOT260402006186,Motor,22.65 kg,"₹1,461.11","₹1,518.78",GreenBridge Itanagar Collection & Recycling 0140,Cancelled,02-04-2026 05:39,Itanagar,Not Applicable
LOT260402005265,PCB,2.55 kg,"₹1,193.05","₹1,222.38",RecyclePro Kolhapur Recycling Services 1311,Completed,02-04-2026 06:01,Kolhapur,Paid
LOT260402015007,Television,44.85 kg,"₹1,242.91","₹1,239.78",EnviroCycle Durgapur E-Waste Solutions 3292,Completed,02-04-2026 06:32,Durgapur,Paid
LOT260402006774,Glass,24.73 kg,₹209.39,₹216.36,GreenCircuit Surat Materials Recycling 0548,Completed,02-04-2026 06:38,Surat,Paid
LOT260402004443,Cable,14.16 kg,"₹5,495.94","₹5,308.84",EnviroCycle Tiruchirappalli E-Waste Solutions 3112,Completed,02-04-2026 06:55,Tiruchirappalli,Paid
LOT260402009560,Magnet Assembly,9.56 kg,₹665.43,₹710.97,EcoLink Coimbatore Collection & Recycling 2870,Quoted,02-04-2026 07:31,Coimbatore,Pending
LOT260402013996,Printer,5.72 kg,₹111.18,₹109.31,EnviroCycle Aizawl E-Waste Solutions 3432,Handover Confirmed,02-04-2026 07:34,Aizawl,Paid
LOT260402014374,Mixed Plastic,9.53 kg,₹277.37,₹279.52,E-Waste Shillong Circular Solutions 2885,Quoted,02-04-2026 08:25,Shillong,Pending
LOT260402006232,LCD Panel,4.89 kg,₹128.08,₹131.10,GreenMine Jodhpur Recovery Centre 2374,Completed,02-04-2026 08:27,Jodhpur,Paid
LOT260402012118,Washing Machine,73.66 kg,"₹2,511.95","₹2,537.67",EcoRecover Amritsar Green Processing 4137,Quoted,02-04-2026 08:31,Amritsar,Pending
LOT260402006575,CRT,13.84 kg,₹251.58,₹248.03,EcoLink Roorkee Collection & Recycling 1590,Handover Confirmed,02-04-2026 08:45,Roorkee,Paid
LOT260402009494,Mixed Plastic,42.01 kg,₹386.50,₹412.76,EcoRecover Jaipur Green Processing 3037,Completed,02-04-2026 08:53,Jaipur,Paid
LOT260402019716,Keyboard,5.52 kg,₹241.23,₹229.41,EcoRecover Pune Green Processing 3477,Completed,02-04-2026 08:57,Pune,Paid
LOT260402004385,Mouse,0.41 kg,₹22.00,₹23.71,EcoLink Asansol Collection & Recycling 0890,Pending Pickup,02-04-2026 08:58,Asansol,Pending
LOT260402002588,Printer,12.58 kg,₹315.62,₹321.50,GreenCircuit Durgapur Materials Recycling 3648,Completed,02-04-2026 09:43,Durgapur,Paid
LOT260402017872,LCD Panel,5.4 kg,₹319.48,₹322.84,Circular Gaya Resource Recovery 4926,Completed,02-04-2026 10:41,Gaya,Paid
LOT260402001887,Motor,1.0 kg,₹98.08,₹99.74,RenewTech Kozhikode Green Processing 0307,Completed,02-04-2026 10:53,Kozhikode,Paid
LOT260402010300,Mixed Metal,7.73 kg,₹479.26,₹473.25,E-Waste Gwalior Circular Solutions 2465,Handover Confirmed,02-04-2026 11:05,Gwalior,Paid
LOT260402018105,Mobile,0.35 kg,₹100.09,₹110.11,RecyclePro Siliguri Recycling Services 4831,Completed,02-04-2026 11:43,Siliguri,Paid
LOT260402015294,PCB,9.27 kg,"₹3,525.93","₹3,277.49",CleanEarth Asansol Recovery Centre 3204,Completed,02-04-2026 11:44,Asansol,Paid
LOT260402012110,Mobile,5.21 kg,"₹1,065.24","₹1,045.07",CleanEarth Guwahati Recovery Centre 4664,Completed,02-04-2026 11:51,Guwahati,Paid
LOT260402015405,Television,39.91 kg,"₹1,155.89","₹1,198.01",GreenLoop Kota E-Waste Solutions 4462,Completed,02-04-2026 11:54,Kota,Paid
LOT260402013383,Keyboard,6.35 kg,₹200.02,₹193.83,EnviroCycle Kozhikode E-Waste Solutions 2532,Completed,02-04-2026 11:57,Kozhikode,Partial Payment
LOT260402010067,LCD Panel,19.03 kg,"₹1,079.29","₹1,107.59",RenewTech Tiruchirappalli Green Processing 2667,Completed,02-04-2026 12:18,Tiruchirappalli,Paid
LOT260402000894,Cable,38.0 kg,"₹16,734.95","₹17,304.78",GreenBridge Asansol Collection & Recycling 1780,Completed,02-04-2026 12:42,Asansol,Paid
LOT260402012491,Mixed Plastic,50.07 kg,₹917.41,₹948.40,UrbanRecycle Vadodara Sustainable Recycling 4109,Quoted,02-04-2026 13:14,Vadodara,Pending
LOT260402015426,Mixed Plastic,74.27 kg,"₹2,025.65","₹1,950.04",CleanEarth Vadodara Recovery Centre 0104,Handover Confirmed,02-04-2026 13:26,Vadodara,Paid
LOT260402008409,PCB,5.42 kg,"₹2,721.24","₹2,852.58",GreenMine Ranchi Recovery Centre 1634,Completed,02-04-2026 13:36,Ranchi,Paid
LOT260402017087,Television,31.32 kg,₹400.98,₹411.92,EcoRecover Bathinda Green Processing 2477,Pending Pickup,02-04-2026 13:38,Bathinda,Pending
LOT260402011230,LCD Panel,5.35 kg,₹164.81,₹172.85,GreenCircuit Kolhapur Materials Recycling 0688,Completed,02-04-2026 13:45,Kolhapur,Paid
LOT260402013146,Glass,16.69 kg,₹159.64,₹158.61,EcoRecover Gorakhpur Green Processing 0237,Completed,02-04-2026 14:05,Gorakhpur,Paid
LOT260402012585,Magnet Assembly,17.18 kg,"₹1,912.17","₹1,806.26",CleanEarth Vellore Recovery Centre 4804,Handover Confirmed,02-04-2026 14:09,Vellore,Paid
LOT260402017855,Glass,16.05 kg,₹137.78,₹148.12,E-Waste Prayagraj Circular Solutions 3945,Completed,02-04-2026 14:16,Prayagraj,Paid
LOT260402007380,Washing Machine,73.05 kg,"₹2,230.65","₹2,232.13",GreenCircuit Hyderabad Materials Recycling 2688,Completed,02-04-2026 14:57,Hyderabad,Paid
LOT260402018803,Mixed Metal,31.91 kg,"₹1,746.38","₹1,631.56",Circular Warangal Resource Recovery 3286,Completed,02-04-2026 15:05,Warangal,Pending
LOT260402014619,Television,9.79 kg,₹297.57,₹313.66,EnviroCycle Hisar E-Waste Solutions 2652,Completed,02-04-2026 15:20,Hisar,Pending
LOT260402017163,Washing Machine,74.3 kg,"₹1,061.06","₹1,154.75",GreenMine Durgapur Recovery Centre 3114,Pending Pickup,02-04-2026 15:30,Durgapur,Pending
LOT260402015639,Mixed Metal,76.56 kg,"₹2,476.22","₹2,604.23",EcoCycle Chennai Recycling Services 3581,Completed,02-04-2026 15:36,Chennai,Paid
LOT260402016817,Mouse,2.59 kg,₹140.35,₹155.87,CircularGrid Chandigarh Sustainable Recycling 3779,Completed,02-04-2026 15:57,Chandigarh,Paid
LOT260402011399,Mouse,2.33 kg,₹133.75,₹136.36,GreenCircuit Hyderabad Materials Recycling 0908,Completed,02-04-2026 16:28,Hyderabad,Paid
LOT260402017524,Motor,23.85 kg,"₹2,266.97","₹2,183.81",GreenBridge Nellore Collection & Recycling 0440,Handover Confirmed,02-04-2026 16:47,Nellore,Paid
LOT260402012607,LCD Panel,12.93 kg,₹897.91,₹898.32,RecoverX Hisar Circular Solutions 3275,Completed,02-04-2026 16:53,Hisar,Paid
LOT260402003920,Keyboard,9.35 kg,₹145.95,₹142.53,Circular Tiruchirappalli Resource Recovery 1866,Completed,02-04-2026 17:29,Tiruchirappalli,Paid
LOT260402019840,Mouse,2.31 kg,₹47.74,₹48.48,UrbanRecycle Sambalpur Sustainable Recycling 4709,Completed,02-04-2026 17:53,Sambalpur,Paid
LOT260402002674,Printer,3.1 kg,₹65.50,₹70.93,RenewTech Jalandhar Green Processing 0607,Completed,02-04-2026 18:12,Jalandhar,Paid
LOT260402016684,Glass,12.1 kg,₹30.19,₹30.84,ReTech Gorakhpur Recycler Hub 1483,Completed,02-04-2026 18:56,Gorakhpur,Paid
LOT260402019529,CRT,30.03 kg,₹257.24,₹255.87,RecyclePro Madurai Recycling Services 2871,Completed,02-04-2026 19:40,Madurai,Paid
LOT260402019723,Mouse,0.31 kg,₹14.08,₹14.74,GreenMine Lucknow Recovery Centre 1094,Pending Pickup,02-04-2026 19:48,Lucknow,Pending
LOT260402017131,Mixed Metal,49.04 kg,"₹3,969.75","₹3,841.77",ReTech Bengaluru Recycler Hub 2063,Pending Pickup,02-04-2026 19:52,Bengaluru,Pending
LOT260402004259,PCB,6.98 kg,"₹3,390.42","₹3,533.94",ReTech Agartala Recycler Hub 3163,Completed,02-04-2026 20:05,Agartala,Paid
LOT260402009459,Microwave,16.75 kg,₹168.64,₹168.39,Circular Vellore Resource Recovery 4626,Quoted,02-04-2026 20:15,Vellore,Pending
LOT260402015290,Glass,22.7 kg,₹264.62,₹250.59,ScrapSmart Hyderabad Resource Recovery 0196,Completed,02-04-2026 20:31,Hyderabad,Paid
LOT260402019461,Glass,11.96 kg,₹133.42,₹139.56,CleanEarth Panaji Recovery Centre 1744,Cancelled,02-04-2026 20:57,Panaji,Not Applicable
LOT260402017253,Mixed Metal,61.07 kg,"₹2,276.98","₹2,227.65",GreenMine Agartala Recovery Centre 4854,Completed,02-04-2026 21:03,Agartala,Paid
LOT260402015152,Battery,8.23 kg,₹880.98,₹878.93,ReTech Noida Recycler Hub 3303,Completed,02-04-2026 21:16,Noida,Partial Payment
LOT260402005588,Television,25.58 kg,₹959.39,₹930.65,RenewTech Tirupati Green Processing 3287,Handover Confirmed,02-04-2026 21:29,Tirupati,Paid
LOT260402018756,CRT,26.76 kg,₹246.75,₹258.44,EarthLoop Shillong Recycler Hub 2173,Completed,02-04-2026 21:58,Shillong,Paid
LOT260402004680,Mouse,1.59 kg,₹88.51,₹81.95,GreenCircuit Ranchi Materials Recycling 3948,Quoted,02-04-2026 22:17,Ranchi,Pending
LOT260402008274,LCD Panel,13.63 kg,₹573.59,₹568.15,Circular Chandigarh Resource Recovery 0486,Completed,02-04-2026 22:48,Chandigarh,Paid
LOT260402015650,Television,31.02 kg,₹659.00,₹674.58,UrbanRecycle Asansol Sustainable Recycling 0089,Cancelled,02-04-2026 22:56,Asansol,Not Applicable
LOT260402003328,Printer,14.74 kg,₹379.30,₹367.49,EcoCycle Mysuru Recycling Services 1441,Handover Confirmed,02-04-2026 23:06,Mysuru,Pending
LOT260402003483,Keyboard,5.04 kg,₹120.19,₹117.83,RecyclePro Shimla Recycling Services 3071,Handover Confirmed,02-04-2026 23:10,Shimla,Paid
LOT260402002991,LCD Panel,4.23 kg,₹120.45,₹118.51,RecoverX Dhanbad Circular Solutions 4795,Handover Confirmed,02-04-2026 23:20,Dhanbad,Paid
LOT260402004918,Mixed Metal,75.83 kg,"₹5,570.13","₹5,621.12",EcoLink Kota Collection & Recycling 3750,Completed,02-04-2026 23:48,Kota,Paid
LOT260403005840,Microwave,8.4 kg,₹133.20,₹138.38,RenewTech Noida Green Processing 2947,Completed,03-04-2026 00:16,Noida,Partial Payment
LOT260403002212,Mixed Plastic,8.39 kg,₹214.31,₹199.83,Circular Noida Resource Recovery 3926,Handover Confirmed,03-04-2026 01:14,Noida,Paid
LOT260403004083,Battery,23.65 kg,"₹4,196.74","₹4,337.55",RenewTech Raipur Green Processing 4987,Completed,03-04-2026 01:35,Raipur,Paid
LOT260403017609,Motor,34.03 kg,"₹2,049.39","₹2,089.36",EcoRecover Jammu Green Processing 1737,Completed,03-04-2026 02:17,Jammu,Paid
LOT260403006702,Cable,16.28 kg,"₹6,208.78","₹6,346.67",EnviroCycle Bilaspur E-Waste Solutions 1072,Completed,03-04-2026 02:29,Bilaspur,Partial Payment
LOT260403018575,Mobile,3.38 kg,₹741.75,₹770.79,RecoverX Rourkela Circular Solutions 1415,Cancelled,03-04-2026 03:30,Rourkela,Not Applicable
LOT260403008045,Mixed Metal,45.48 kg,"₹1,606.42","₹1,554.91",Circular Kozhikode Resource Recovery 3066,Completed,03-04-2026 03:55,Kozhikode,Paid
LOT260403000690,Motor,17.82 kg,"₹1,667.55","₹1,696.49",CleanEarth Imphal Recovery Centre 3164,Cancelled,03-04-2026 03:56,Imphal,Not Applicable
LOT260403012092,Mixed Plastic,2.78 kg,₹50.16,₹49.18,CircularGrid Karnal Sustainable Recycling 0339,Completed,03-04-2026 04:25,Karnal,Partial Payment
LOT260403005304,Microwave,27.28 kg,₹637.86,₹626.14,EarthLoop Panaji Recycler Hub 1833,Pending Pickup,03-04-2026 04:55,Panaji,Pending
LOT260403009151,Mobile,5.51 kg,"₹1,258.28","₹1,273.20",CircularGrid Sambalpur Sustainable Recycling 0259,Cancelled,03-04-2026 04:58,Sambalpur,Not Applicable
LOT260403004951,Motor,1.56 kg,₹162.24,₹149.78,EcoCycle Cuttack Recycling Services 1281,Completed,03-04-2026 05:43,Cuttack,Paid
LOT260403017638,Magnet Assembly,8.58 kg,₹812.47,₹836.00,EcoRecover Chennai Green Processing 2157,Cancelled,03-04-2026 06:22,Chennai,Not Applicable
LOT260403013191,LCD Panel,11.02 kg,₹439.49,₹411.45,GreenMine Asansol Recovery Centre 2314,Completed,03-04-2026 06:37,Asansol,Paid
LOT260403002070,Magnet Assembly,13.58 kg,"₹1,507.76","₹1,421.74",EarthLoop Bhubaneswar Recycler Hub 2793,Completed,03-04-2026 06:41,Bhubaneswar,Partial Payment
LOT260403004648,PCB,0.49 kg,₹263.00,₹263.57,GreenMine Thiruvananthapuram Recovery Centre 3154,Cancelled,03-04-2026 07:09,Thiruvananthapuram,Not Applicable
LOT260403011614,Keyboard,0.8 kg,₹22.16,₹22.80,EarthLoop Chandigarh Recycler Hub 2533,Cancelled,03-04-2026 07:32,Chandigarh,Not Applicable
LOT260403000967,CRT,7.72 kg,₹59.54,₹58.07,GreenBridge Kolhapur Collection & Recycling 3180,Completed,03-04-2026 07:33,Kolhapur,Partial Payment
LOT260403017364,LCD Panel,18.83 kg,"₹1,277.71","₹1,162.83",Circular Meerut Resource Recovery 0946,Quoted,03-04-2026 07:55,Meerut,Pending
LOT260403013541,Printer,12.86 kg,₹227.61,₹223.31,CircularGrid Vadodara Sustainable Recycling 1439,Pending Pickup,03-04-2026 07:59,Vadodara,Pending
LOT260403016835,Mouse,0.9 kg,₹34.66,₹31.92,ReTech Gwalior Recycler Hub 4423,Pending Pickup,03-04-2026 08:10,Gwalior,Pending
LOT260403019988,Mobile,6.35 kg,"₹1,772.10","₹1,762.06",EarthLoop Bhopal Recycler Hub 0713,Handover Confirmed,03-04-2026 08:20,Bhopal,Paid
LOT260403007554,Keyboard,4.84 kg,₹88.41,₹91.03,GreenLoop Nashik E-Waste Solutions 4102,Pending Pickup,03-04-2026 08:29,Nashik,Pending
LOT260403000066,CRT,20.47 kg,₹391.31,₹386.13,ReTech Aurangabad Recycler Hub 4603,Pending Pickup,03-04-2026 08:55,Aurangabad,Pending
LOT260403014018,Mobile,4.17 kg,₹978.57,"₹1,012.51",RenewTech Tirupati Green Processing 3287,Completed,03-04-2026 09:13,Tirupati,Paid
LOT260403010247,Mouse,1.36 kg,₹36.92,₹36.57,WasteWise Vijayawada Materials Recycling 2778,Completed,03-04-2026 09:20,Vijayawada,Paid
LOT260403012979,CRT,34.85 kg,₹202.94,₹219.25,UrbanRecycle Noida Sustainable Recycling 0989,Completed,03-04-2026 09:21,Noida,Paid
LOT260403002307,Television,44.06 kg,"₹1,431.27","₹1,424.23",RenewTech Vadodara Green Processing 0727,Completed,03-04-2026 09:40,Vadodara,Paid
LOT260403006004,Motor,19.24 kg,"₹2,104.23","₹1,846.43",EcoLink Ranchi Collection & Recycling 1990,Completed,03-04-2026 10:30,Ranchi,Paid
LOT260403013956,PCB,8.87 kg,"₹3,689.93","₹3,614.87",EarthLoop Amritsar Recycler Hub 4493,Completed,03-04-2026 11:06,Amritsar,Partial Payment
LOT260403019205,Motor,37.0 kg,"₹3,153.80","₹3,392.08",ScrapSmart Tirupati Resource Recovery 1596,Completed,03-04-2026 11:13,Tirupati,Paid
LOT260403008255,Motor,38.7 kg,"₹3,342.10","₹3,344.57",WasteWise Hisar Materials Recycling 3898,Completed,03-04-2026 11:18,Hisar,Pending
LOT260403004487,Mouse,1.11 kg,₹36.81,₹36.63,GreenBridge Gangtok Collection & Recycling 2900,Completed,03-04-2026 11:50,Gangtok,Paid
LOT260403012792,Mixed Metal,72.97 kg,"₹3,924.47","₹3,859.67",Circular Haridwar Resource Recovery 0966,Completed,03-04-2026 12:27,Haridwar,Paid
LOT260403007233,Magnet Assembly,8.28 kg,₹936.37,₹977.30,CircularGrid Dhanbad Sustainable Recycling 2659,Completed,03-04-2026 12:48,Dhanbad,Paid
LOT260403014644,Washing Machine,57.87 kg,"₹1,597.63","₹1,679.29",E-Waste Gorakhpur Circular Solutions 1305,Pending Pickup,03-04-2026 13:06,Gorakhpur,Pending
LOT260403007607,Motor,17.44 kg,₹922.36,₹953.44,EarthLoop Kochi Recycler Hub 4933,Handover Confirmed,03-04-2026 13:22,Kochi,Paid
LOT260403018582,Motor,18.77 kg,₹883.92,₹811.49,RecoverX Roorkee Circular Solutions 3815,Completed,03-04-2026 13:39,Roorkee,Paid
LOT260403016811,Washing Machine,35.63 kg,"₹1,202.01","₹1,129.85",GreenLoop Pune E-Waste Solutions 3922,Completed,03-04-2026 13:53,Pune,Paid
LOT260403011669,Printer,6.27 kg,₹71.84,₹75.00,EcoCycle Kolkata Recycling Services 4741,Cancelled,03-04-2026 14:05,Kolkata,Not Applicable
LOT260403011508,Microwave,11.25 kg,₹109.38,₹102.62,RecoverX Gaya Circular Solutions 1455,Completed,03-04-2026 14:15,Gaya,Paid
LOT260403011221,Mouse,1.97 kg,₹130.96,₹128.40,EcoLink Visakhapatnam Collection & Recycling 4470,Completed,03-04-2026 14:42,Visakhapatnam,Paid
LOT260403006635,CRT,6.97 kg,₹38.22,₹36.36,Circular Gwalior Resource Recovery 1486,Pending Pickup,03-04-2026 15:00,Gwalior,Pending
LOT260403015264,Washing Machine,63.19 kg,"₹1,871.29","₹1,769.51",RecyclePro Jabalpur Recycling Services 1131,Completed,03-04-2026 15:31,Jabalpur,Pending
LOT260403014490,Television,25.27 kg,₹910.42,₹945.49,GreenMine Agartala Recovery Centre 4854,Quoted,03-04-2026 15:39,Agartala,Pending
LOT260403005103,Television,48.92 kg,₹586.58,₹556.56,GreenMine Jaipur Recovery Centre 2414,Quoted,03-04-2026 15:56,Jaipur,Pending
LOT260403016318,Battery,24.03 kg,"₹3,458.28","₹3,527.34",RecyclePro Bhopal Recycling Services 4451,Completed,03-04-2026 16:04,Bhopal,Paid
LOT260403003242,Battery,18.95 kg,"₹3,516.78","₹3,724.71",CleanEarth Durgapur Recovery Centre 4004,Completed,03-04-2026 16:21,Durgapur,Paid
LOT260403013756,PCB,5.31 kg,"₹2,574.96","₹2,787.38",UrbanRecycle Mysuru Sustainable Recycling 0729,Completed,03-04-2026 16:24,Mysuru,Paid
LOT260403015328,Mixed Plastic,32.98 kg,₹895.74,₹963.82,Circular Shimla Resource Recovery 0846,Handover Confirmed,03-04-2026 16:26,Shimla,Paid
LOT260403003615,Mixed Plastic,6.58 kg,₹228.70,₹244.47,ReTech Kozhikode Recycler Hub 0663,Handover Confirmed,03-04-2026 16:37,Kozhikode,Paid
LOT260403010733,Motor,27.81 kg,"₹2,282.92","₹2,303.06",EnviroCycle Kolhapur E-Waste Solutions 2112,Pending Pickup,03-04-2026 16:40,Kolhapur,Pending
LOT260403005815,Printer,11.23 kg,₹201.78,₹190.24,Circular Bengaluru Resource Recovery 2686,Pending Pickup,03-04-2026 17:41,Bengaluru,Pending
LOT260403008280,Mixed Plastic,76.87 kg,"₹2,062.79","₹1,904.34",CircularGrid Mysuru Sustainable Recycling 1619,Pending Pickup,03-04-2026 17:53,Mysuru,Pending
LOT260403016912,Television,28.94 kg,₹894.27,₹934.74,GreenBridge Varanasi Collection & Recycling 2520,Completed,03-04-2026 18:18,Varanasi,Pending
LOT260403015609,Magnet Assembly,12.91 kg,"₹1,595.89","₹1,566.94",EcoRecover Srinagar Green Processing 2717,Completed,03-04-2026 19:12,Srinagar,Paid
LOT260403002778,Battery,29.68 kg,"₹2,336.86","₹2,220.77",ReTech Jalandhar Recycler Hub 0963,Completed,03-04-2026 19:41,Jalandhar,Paid
LOT260403006115,Cable,1.21 kg,₹453.97,₹466.28,RenewTech Gorakhpur Green Processing 4687,Completed,03-04-2026 19:52,Gorakhpur,Paid
LOT260403001563,Battery,18.96 kg,"₹1,706.44","₹1,655.72",ReTech Nagpur Recycler Hub 3743,Pending Pickup,03-04-2026 19:59,Nagpur,Pending
LOT260403013062,Motor,35.37 kg,"₹3,705.01","₹4,037.52",WasteWise Chennai Materials Recycling 1178,Completed,03-04-2026 20:50,Chennai,Partial Payment
LOT260403004942,Mixed Metal,49.15 kg,"₹1,571.40","₹1,617.30",RecyclePro Mumbai Recycling Services 4991,Completed,03-04-2026 20:55,Mumbai,Paid
LOT260403005517,Washing Machine,35.52 kg,"₹1,239.90","₹1,237.01",CircularGrid Bhubaneswar Sustainable Recycling 0479,Handover Confirmed,03-04-2026 20:58,Bhubaneswar,Paid
LOT260403014266,Television,47.03 kg,"₹1,558.19","₹1,704.84",UrbanRecycle Gurugram Sustainable Recycling 1049,Pending Pickup,03-04-2026 21:18,Gurugram,Pending
LOT260403018897,PCB,1.49 kg,₹613.87,₹627.21,GreenCircuit Kolkata Materials Recycling 3228,Completed,03-04-2026 21:55,Kolkata,Paid
LOT260403011728,Mixed Plastic,79.63 kg,"₹1,422.09","₹1,422.80",EarthLoop Nashik Recycler Hub 4013,Completed,03-04-2026 22:08,Nashik,Paid
