Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC02502,GreenLoop Noida E-Waste Solutions 2502,Noida,"Keyboard, Mouse, Washing Machine",Authorized,+91 9809638100,Keyboard: ₹36/kg | Mouse: ₹36/kg | Washing Machine: ₹14/kg,No,"Noida, Greater Noida, Ghaziabad"
REC02503,ReTech Jaipur Recycler Hub 2503,Jaipur,"Motor, Mixed Metal, Cable, Television",Authorized,+91 9347102024,Motor: ₹103/kg | Mixed Metal: ₹36/kg | Cable: ₹435/kg | Television: ₹25/kg,Yes,"Jaipur, Ajmer, Tonk"
REC02504,CleanEarth Kota Recovery Centre 2504,Kota,"Mouse, PCB, LCD Panel, Printer, Magnet Assembly, Battery, Microwave, Cable",Authorized,+91 9283986018,Mouse: ₹46/kg | PCB: ₹405/kg | LCD Panel: ₹66/kg | Printer: ₹11/kg | Magnet Assembly: ₹150/kg | Battery: ₹160/kg | Microwave: ₹9/kg | Cable: ₹450/kg,Yes,"Kota, Baran"
REC02505,E-Waste Ahmedabad Circular Solutions 2505,Ahmedabad,"Magnet Assembly, Microwave, Television, Printer, Battery, Mouse, Washing Machine",Authorized,+91 9128371684,Magnet Assembly: ₹67/kg | Microwave: ₹22/kg | Television: ₹31/kg | Printer: ₹9/kg | Battery: ₹121/kg | Mouse: ₹34/kg | Washing Machine: ₹34/kg,No,"Ahmedabad, Vadodara, Gandhinagar"
REC02506,Circular Surat Resource Recovery 2506,Surat,"Microwave, Television, Mixed Plastic, LCD Panel, CRT",Authorization Renewal Pending,+91 9708325103,Microwave: ₹11/kg | Television: ₹25/kg | Mixed Plastic: ₹21/kg | LCD Panel: ₹64/kg | CRT: ₹12/kg,Yes,"Surat, Bharuch, Navsari"
REC02507,RenewTech Vadodara Green Processing 2507,Vadodara,"Battery, Television, Mobile, PCB, CRT, Microwave, Mixed Plastic",Authorized,+91 9496976049,Battery: ₹134/kg | Television: ₹13/kg | Mobile: ₹292/kg | PCB: ₹502/kg | CRT: ₹7/kg | Microwave: ₹18/kg | Mixed Plastic: ₹11/kg,Yes,"Vadodara, Bharuch, Anand"
REC02508,GreenCircuit Bengaluru Materials Recycling 2508,Bengaluru,"Battery, Mouse, Mobile, Glass, PCB",Authorized,+91 9202062960,Battery: ₹174/kg | Mouse: ₹40/kg | Mobile: ₹172/kg | Glass: ₹12/kg | PCB: ₹481/kg,Yes,"Bengaluru, Mysuru, Tumakuru"
REC02509,UrbanRecycle Mysuru Sustainable Recycling 2509,Mysuru,"Microwave, Washing Machine, Battery",Authorized,+91 9188232153,Microwave: ₹12/kg | Washing Machine: ₹20/kg | Battery: ₹157/kg,Yes,"Mysuru, Hassan"
REC02510,EcoLink Hyderabad Collection & Recycling 2510,Hyderabad,"Mouse, Motor, Glass, Cable, PCB",Authorized,+91 9764070744,Mouse: ₹52/kg | Motor: ₹58/kg | Glass: ₹5/kg | Cable: ₹397/kg | PCB: ₹543/kg,No,"Hyderabad, Secunderabad, Warangal"
REC02511,RecyclePro Vijayawada Recycling Services 2511,Vijayawada,"Mouse, CRT, Microwave",Authorized,+91 9611481893,Mouse: ₹24/kg | CRT: ₹13/kg | Microwave: ₹21/kg,Yes,"Vijayawada, Tenali"
REC02512,EnviroCycle Visakhapatnam E-Waste Solutions 2512,Visakhapatnam,"LCD Panel, Mouse, Mixed Plastic",Authorization Verification Pending,+91 9541646947,LCD Panel: ₹29/kg | Mouse: ₹29/kg | Mixed Plastic: ₹24/kg,Yes,"Visakhapatnam, Srikakulam, Vizianagaram"
REC02513,EarthLoop Chennai Recycler Hub 2513,Chennai,"Mixed Metal, Glass, Printer, Keyboard, Mobile, Magnet Assembly, LCD Panel, Cable",Authorized,+91 9964288244,Mixed Metal: ₹57/kg | Glass: ₹9/kg | Printer: ₹15/kg | Keyboard: ₹39/kg | Mobile: ₹257/kg | Magnet Assembly: ₹73/kg | LCD Panel: ₹54/kg | Cable: ₹408/kg,Yes,"Chennai, Tambaram"
REC02514,GreenMine Coimbatore Recovery Centre 2514,Coimbatore,"Motor, Microwave, Mouse, Mixed Metal, Magnet Assembly",Authorization Renewal Pending,+91 9435227574,Motor: ₹93/kg | Microwave: ₹21/kg | Mouse: ₹42/kg | Mixed Metal: ₹47/kg | Magnet Assembly: ₹110/kg,Yes,"Coimbatore, Erode, Tiruppur"
REC02515,RecoverX Madurai Circular Solutions 2515,Madurai,"Cable, Mixed Plastic, Television, Glass, Keyboard, Washing Machine, Microwave",Authorized,+91 9398492947,Cable: ₹437/kg | Mixed Plastic: ₹35/kg | Television: ₹11/kg | Glass: ₹1/kg | Keyboard: ₹39/kg | Washing Machine: ₹31/kg | Microwave: ₹27/kg,Yes,"Madurai, Dindigul, Sivaganga"
REC02516,ScrapSmart Kolkata Resource Recovery 2516,Kolkata,"Battery, Motor, Mouse, Mixed Metal, Magnet Assembly, Glass, PCB, Mixed Plastic",Authorization Renewal Pending,+91 9349670097,Battery: ₹84/kg | Motor: ₹110/kg | Mouse: ₹20/kg | Mixed Metal: ₹75/kg | Magnet Assembly: ₹120/kg | Glass: ₹9/kg | PCB: ₹457/kg | Mixed Plastic: ₹20/kg,Yes,Kolkata
REC02517,EcoRecover Siliguri Green Processing 2517,Siliguri,"Mouse, Keyboard, Mixed Plastic, LCD Panel, Washing Machine, Microwave, Mobile, Motor",Authorized,+91 9240495940,Mouse: ₹51/kg | Keyboard: ₹38/kg | Mixed Plastic: ₹27/kg | LCD Panel: ₹50/kg | Washing Machine: ₹11/kg | Microwave: ₹23/kg | Mobile: ₹296/kg | Motor: ₹74/kg,Yes,"Siliguri, Darjeeling, Jalpaiguri"
REC02518,WasteWise Lucknow Materials Recycling 2518,Lucknow,"Microwave, Battery, Glass",Authorized,+91 9409178746,Microwave: ₹27/kg | Battery: ₹92/kg | Glass: ₹3/kg,Yes,"Lucknow, Kanpur, Barabanki"
REC02519,CircularGrid Kanpur Sustainable Recycling 2519,Kanpur,"LCD Panel, PCB, Printer",Authorized,+91 9800940881,LCD Panel: ₹63/kg | PCB: ₹499/kg | Printer: ₹17/kg,Yes,"Kanpur, Unnao, Fatehpur"
REC02520,GreenBridge Varanasi Collection & Recycling 2520,Varanasi,"Washing Machine, LCD Panel, Television, Cable, Mixed Plastic, PCB, Battery, Magnet Assembly",Authorized,+91 9734042215,Washing Machine: ₹26/kg | LCD Panel: ₹50/kg | Television: ₹10/kg | Cable: ₹389/kg | Mixed Plastic: ₹12/kg | PCB: ₹407/kg | Battery: ₹99/kg | Magnet Assembly: ₹130/kg,No,"Varanasi, Jaunpur, Prayagraj"
REC02521,EcoCycle Prayagraj Recycling Services 2521,Prayagraj,"Keyboard, Microwave, Motor, LCD Panel, CRT, PCB, Glass, Magnet Assembly",Authorization Verification Pending,+91 9366283852,Keyboard: ₹37/kg | Microwave: ₹8/kg | Motor: ₹65/kg | LCD Panel: ₹43/kg | CRT: ₹8/kg | PCB: ₹428/kg | Glass: ₹4/kg | Magnet Assembly: ₹100/kg,Yes,"Prayagraj, Mirzapur, Varanasi"
REC02522,GreenLoop Patna E-Waste Solutions 2522,Patna,"Mobile, Glass, Microwave, Motor, CRT, Keyboard, Battery, Magnet Assembly",Authorization Verification Pending,+91 9824570311,Mobile: ₹174/kg | Glass: ₹12/kg | Microwave: ₹15/kg | Motor: ₹66/kg | CRT: ₹14/kg | Keyboard: ₹32/kg | Battery: ₹86/kg | Magnet Assembly: ₹140/kg,Yes,"Patna, Nalanda, Hajipur"
REC02523,ReTech Gaya Recycler Hub 2523,Gaya,"Mixed Metal, Washing Machine, Mouse, Keyboard, Mobile",Authorized,+91 9458189111,Mixed Metal: ₹32/kg | Washing Machine: ₹13/kg | Mouse: ₹40/kg | Keyboard: ₹33/kg | Mobile: ₹260/kg,Yes,"Gaya, Nawada"
REC02524,CleanEarth Ranchi Recovery Centre 2524,Ranchi,"Magnet Assembly, Motor, Battery, CRT, Mobile",Authorized,+91 9690035467,Magnet Assembly: ₹86/kg | Motor: ₹84/kg | Battery: ₹159/kg | CRT: ₹12/kg | Mobile: ₹174/kg,No,"Ranchi, Ramgarh"
REC02525,E-Waste Jamshedpur Circular Solutions 2525,Jamshedpur,"Television, Mixed Plastic, Mouse, Microwave, Battery, CRT, Printer",Authorized,+91 9641054724,Television: ₹32/kg | Mixed Plastic: ₹30/kg | Mouse: ₹57/kg | Microwave: ₹22/kg | Battery: ₹130/kg | CRT: ₹10/kg | Printer: ₹29/kg,Yes,"Jamshedpur, Adityapur, Chaibasa"
REC02526,Circular Bhubaneswar Resource Recovery 2526,Bhubaneswar,"Microwave, CRT, Keyboard, Mixed Metal, LCD Panel, Mouse",Authorized,+91 9611141417,Microwave: ₹23/kg | CRT: ₹13/kg | Keyboard: ₹43/kg | Mixed Metal: ₹69/kg | LCD Panel: ₹72/kg | Mouse: ₹57/kg,No,"Bhubaneswar, Cuttack"
REC02527,RenewTech Cuttack Green Processing 2527,Cuttack,"Television, Mixed Metal, Magnet Assembly",Authorized,+91 9657469318,Television: ₹34/kg | Mixed Metal: ₹50/kg | Magnet Assembly: ₹94/kg,Yes,"Cuttack, Bhubaneswar, Jajpur"
REC02528,GreenCircuit Guwahati Materials Recycling 2528,Guwahati,"Magnet Assembly, LCD Panel, Motor, Microwave, Glass, Keyboard",Authorized,+91 9594684126,Magnet Assembly: ₹66/kg | LCD Panel: ₹54/kg | Motor: ₹67/kg | Microwave: ₹23/kg | Glass: ₹5/kg | Keyboard: ₹35/kg,Yes,"Guwahati, Dispur, Nalbari"
REC02529,UrbanRecycle Shillong Sustainable Recycling 2529,Shillong,"Mixed Plastic, PCB, Battery, Motor, Washing Machine, Mixed Metal, Mobile",Authorization Renewal Pending,+91 9275733573,Mixed Plastic: ₹34/kg | PCB: ₹494/kg | Battery: ₹76/kg | Motor: ₹102/kg | Washing Machine: ₹31/kg | Mixed Metal: ₹60/kg | Mobile: ₹178/kg,Yes,"Shillong, Nongpoh"
REC02530,EcoLink Kochi Collection & Recycling 2530,Kochi,"PCB, Glass, Battery, Washing Machine",Authorized,+91 9509563587,PCB: ₹531/kg | Glass: ₹8/kg | Battery: ₹77/kg | Washing Machine: ₹11/kg,Yes,"Kochi, Aluva"
REC02531,RecyclePro Thiruvananthapuram Recycling Services 2531,Thiruvananthapuram,"Mixed Plastic, Microwave, Cable, Mouse, Television, Battery, Mobile",Authorized,+91 9987161239,Mixed Plastic: ₹11/kg | Microwave: ₹21/kg | Cable: ₹410/kg | Mouse: ₹50/kg | Television: ₹39/kg | Battery: ₹121/kg | Mobile: ₹338/kg,Yes,"Thiruvananthapuram, Neyyattinkara, Kollam"
REC02532,EnviroCycle Kozhikode E-Waste Solutions 2532,Kozhikode,"Battery, LCD Panel, Washing Machine, Mixed Metal, Printer, PCB, Cable, Keyboard",Authorization Verification Pending,+91 9231689228,Battery: ₹81/kg | LCD Panel: ₹50/kg | Washing Machine: ₹35/kg | Mixed Metal: ₹63/kg | Printer: ₹23/kg | PCB: ₹458/kg | Cable: ₹465/kg | Keyboard: ₹19/kg,No,"Kozhikode, Malappuram, Kannur"
REC02533,EarthLoop Chandigarh Recycler Hub 2533,Chandigarh,"Keyboard, Washing Machine, Mobile, Television",Authorization Verification Pending,+91 9328962687,Keyboard: ₹43/kg | Washing Machine: ₹18/kg | Mobile: ₹222/kg | Television: ₹38/kg,Yes,Chandigarh
REC02534,GreenMine Ludhiana Recovery Centre 2534,Ludhiana,"Battery, Washing Machine, Microwave, LCD Panel, Magnet Assembly, Mixed Plastic, CRT",Authorized,+91 9642866703,Battery: ₹98/kg | Washing Machine: ₹12/kg | Microwave: ₹19/kg | LCD Panel: ₹36/kg | Magnet Assembly: ₹88/kg | Mixed Plastic: ₹21/kg | CRT: ₹15/kg,Yes,"Ludhiana, Jalandhar, Moga"
REC02535,RecoverX Amritsar Circular Solutions 2535,Amritsar,"Printer, Television, Mouse, PCB",Authorized,+91 9537846258,Printer: ₹10/kg | Television: ₹24/kg | Mouse: ₹27/kg | PCB: ₹471/kg,No,"Amritsar, Batala"
REC02536,ScrapSmart Dehradun Resource Recovery 2536,Dehradun,"LCD Panel, CRT, Mobile, Microwave, Mixed Metal, Magnet Assembly",Authorized,+91 9921396135,LCD Panel: ₹29/kg | CRT: ₹17/kg | Mobile: ₹209/kg | Microwave: ₹15/kg | Mixed Metal: ₹59/kg | Magnet Assembly: ₹97/kg,Yes,"Dehradun, Haridwar, Rishikesh"
REC02537,EcoRecover Shimla Green Processing 2537,Shimla,"Washing Machine, CRT, Battery, PCB",Authorized,+91 9840327652,Washing Machine: ₹27/kg | CRT: ₹5/kg | Battery: ₹136/kg | PCB: ₹493/kg,Yes,"Shimla, Mandi, Solan"
REC02538,WasteWise Jammu Materials Recycling 2538,Jammu,"Mixed Plastic, Battery, Mouse, PCB, Washing Machine",Authorized,+91 9484795649,Mixed Plastic: ₹23/kg | Battery: ₹97/kg | Mouse: ₹55/kg | PCB: ₹466/kg | Washing Machine: ₹17/kg,No,"Jammu, Udhampur"
REC02539,CircularGrid Srinagar Sustainable Recycling 2539,Srinagar,"Cable, Mobile, Keyboard, Washing Machine, Printer, Microwave, LCD Panel, Magnet Assembly",Authorized,+91 9219932268,Cable: ₹362/kg | Mobile: ₹292/kg | Keyboard: ₹43/kg | Washing Machine: ₹10/kg | Printer: ₹30/kg | Microwave: ₹12/kg | LCD Panel: ₹60/kg | Magnet Assembly: ₹71/kg,Yes,"Srinagar, Baramulla"
REC02540,GreenBridge Agartala Collection & Recycling 2540,Agartala,"Microwave, Television, Cable, Mouse",Authorized,+91 9443567489,Microwave: ₹15/kg | Television: ₹10/kg | Cable: ₹374/kg | Mouse: ₹22/kg,Yes,"Agartala, Udaipur, Khowai"
REC02541,EcoCycle Imphal Recycling Services 2541,Imphal,"Keyboard, Printer, Washing Machine, Cable, Mixed Plastic, CRT, Glass",Authorized,+91 9802800082,Keyboard: ₹18/kg | Printer: ₹19/kg | Washing Machine: ₹33/kg | Cable: ₹436/kg | Mixed Plastic: ₹22/kg | CRT: ₹20/kg | Glass: ₹1/kg,No,"Imphal, Thoubal, Bishnupur"
REC02542,GreenLoop Aizawl E-Waste Solutions 2542,Aizawl,"Washing Machine, Mobile, Mouse, Printer, Mixed Metal, LCD Panel, CRT, PCB",Authorized,+91 9291672653,Washing Machine: ₹24/kg | Mobile: ₹226/kg | Mouse: ₹28/kg | Printer: ₹14/kg | Mixed Metal: ₹75/kg | LCD Panel: ₹33/kg | CRT: ₹15/kg | PCB: ₹473/kg,No,"Aizawl, Kolasib"
REC02543,ReTech Itanagar Recycler Hub 2543,Itanagar,"Television, Microwave, Washing Machine, Printer",Authorization Verification Pending,+91 9309503599,Television: ₹29/kg | Microwave: ₹28/kg | Washing Machine: ₹16/kg | Printer: ₹22/kg,No,"Itanagar, Pasighat, Naharlagun"
REC02544,CleanEarth Gangtok Recovery Centre 2544,Gangtok,"Mixed Metal, Cable, Mobile, Battery, Motor, Magnet Assembly",Authorization Verification Pending,+91 9396631457,Mixed Metal: ₹39/kg | Cable: ₹385/kg | Mobile: ₹210/kg | Battery: ₹89/kg | Motor: ₹80/kg | Magnet Assembly: ₹103/kg,No,"Gangtok, Namchi"
REC02545,E-Waste Panaji Circular Solutions 2545,Panaji,"PCB, Glass, Cable, Mouse, LCD Panel",Authorized,+91 9314294853,PCB: ₹420/kg | Glass: ₹6/kg | Cable: ₹447/kg | Mouse: ₹23/kg | LCD Panel: ₹50/kg,Yes,"Panaji, Mapusa"
REC02546,Circular Mangaluru Resource Recovery 2546,Mangaluru,"Mixed Plastic, CRT, Microwave, Mouse, Battery, Keyboard, PCB",Authorization Verification Pending,+91 9972333165,Mixed Plastic: ₹16/kg | CRT: ₹20/kg | Microwave: ₹20/kg | Mouse: ₹60/kg | Battery: ₹100/kg | Keyboard: ₹36/kg | PCB: ₹517/kg,Yes,"Mangaluru, Puttur, Udupi"
REC02547,RenewTech Hubballi Green Processing 2547,Hubballi,"Mouse, Cable, Battery, Mobile, LCD Panel, Washing Machine, PCB, Microwave",Authorized,+91 9933893810,Mouse: ₹38/kg | Cable: ₹392/kg | Battery: ₹152/kg | Mobile: ₹254/kg | LCD Panel: ₹72/kg | Washing Machine: ₹16/kg | PCB: ₹543/kg | Microwave: ₹15/kg,Yes,"Hubballi, Dharwad, Belagavi"
REC02548,GreenCircuit Meerut Materials Recycling 2548,Meerut,"Mixed Plastic, Mobile, PCB, Microwave",Authorized,+91 9988498761,Mixed Plastic: ₹34/kg | Mobile: ₹287/kg | PCB: ₹479/kg | Microwave: ₹23/kg,No,"Meerut, Modinagar, Hapur"
REC02549,UrbanRecycle Agra Sustainable Recycling 2549,Agra,"Battery, Television, Cable, Washing Machine",Authorized,+91 9528381527,Battery: ₹108/kg | Television: ₹25/kg | Cable: ₹398/kg | Washing Machine: ₹15/kg,Yes,Agra
REC02550,EcoLink Bareilly Collection & Recycling 2550,Bareilly,"Microwave, Cable, Glass, Mobile, PCB, Battery, Printer, Television",Authorized,+91 9858467311,Microwave: ₹28/kg | Cable: ₹427/kg | Glass: ₹10/kg | Mobile: ₹194/kg | PCB: ₹526/kg | Battery: ₹126/kg | Printer: ₹20/kg | Television: ₹39/kg,Yes,"Bareilly, Shahjahanpur"
REC02551,RecyclePro Gorakhpur Recycling Services 2551,Gorakhpur,"Mobile, Printer, Magnet Assembly, Motor",Authorized,+91 9630879913,Mobile: ₹233/kg | Printer: ₹12/kg | Magnet Assembly: ₹116/kg | Motor: ₹83/kg,Yes,"Gorakhpur, Deoria, Kushinagar"
REC02552,EnviroCycle Jodhpur E-Waste Solutions 2552,Jodhpur,"Cable, Magnet Assembly, Keyboard",Authorized,+91 9152158823,Cable: ₹367/kg | Magnet Assembly: ₹76/kg | Keyboard: ₹27/kg,No,"Jodhpur, Pali, Barmer"
REC02553,EarthLoop Udaipur Recycler Hub 2553,Udaipur,"Magnet Assembly, Mouse, Keyboard, Mixed Metal",Authorized,+91 9101537226,Magnet Assembly: ₹68/kg | Mouse: ₹21/kg | Keyboard: ₹30/kg | Mixed Metal: ₹53/kg,Yes,"Udaipur, Chittorgarh"
REC02554,GreenMine Gwalior Recovery Centre 2554,Gwalior,"Washing Machine, Motor, Magnet Assembly, Mixed Plastic, LCD Panel",Authorization Verification Pending,+91 9615600322,Washing Machine: ₹24/kg | Motor: ₹59/kg | Magnet Assembly: ₹140/kg | Mixed Plastic: ₹9/kg | LCD Panel: ₹30/kg,Yes,"Gwalior, Morena, Shivpuri"
REC02555,RecoverX Jabalpur Circular Solutions 2555,Jabalpur,"Cable, Printer, Mixed Plastic, Magnet Assembly, Glass",Authorized,+91 9522087230,Cable: ₹381/kg | Printer: ₹29/kg | Mixed Plastic: ₹31/kg | Magnet Assembly: ₹133/kg | Glass: ₹7/kg,No,"Jabalpur, Katni"
REC02556,ScrapSmart Aurangabad Resource Recovery 2556,Aurangabad,"Magnet Assembly, Printer, Cable",Authorized,+91 9284043927,Magnet Assembly: ₹87/kg | Printer: ₹22/kg | Cable: ₹386/kg,No,"Aurangabad, Jalna"
REC02557,EcoRecover Kolhapur Green Processing 2557,Kolhapur,"LCD Panel, Television, Motor, CRT",Authorized,+91 9791325387,LCD Panel: ₹61/kg | Television: ₹31/kg | Motor: ₹52/kg | CRT: ₹5/kg,Yes,"Kolhapur, Satara"
REC02558,WasteWise Solapur Materials Recycling 2558,Solapur,"Mouse, Cable, Keyboard, Mobile, Microwave, LCD Panel",Authorization Verification Pending,+91 9767776542,Mouse: ₹69/kg | Cable: ₹356/kg | Keyboard: ₹20/kg | Mobile: ₹321/kg | Microwave: ₹25/kg | LCD Panel: ₹50/kg,No,"Solapur, Akkalkot, Osmanabad"
REC02559,CircularGrid Rajkot Sustainable Recycling 2559,Rajkot,"Motor, Mixed Plastic, Cable",Authorized,+91 9552678471,Motor: ₹110/kg | Mixed Plastic: ₹15/kg | Cable: ₹393/kg,Yes,"Rajkot, Morbi, Jamnagar"
REC02560,GreenBridge Bhavnagar Collection & Recycling 2560,Bhavnagar,"Printer, Mouse, Television, Battery, Cable",Authorization Renewal Pending,+91 9852724253,Printer: ₹30/kg | Mouse: ₹35/kg | Television: ₹14/kg | Battery: ₹121/kg | Cable: ₹448/kg,No,"Bhavnagar, Amreli"
REC02561,EcoCycle Faridabad Recycling Services 2561,Faridabad,"Washing Machine, Motor, Mouse, Magnet Assembly, LCD Panel, Mixed Metal, Mixed Plastic",Authorization Verification Pending,+91 9239291642,Washing Machine: ₹12/kg | Motor: ₹85/kg | Mouse: ₹66/kg | Magnet Assembly: ₹74/kg | LCD Panel: ₹46/kg | Mixed Metal: ₹37/kg | Mixed Plastic: ₹19/kg,Yes,"Faridabad, Delhi, Palwal"
REC02562,GreenLoop Gurugram E-Waste Solutions 2562,Gurugram,"Mobile, Motor, Mouse, CRT",Authorized,+91 9968689052,Mobile: ₹333/kg | Motor: ₹50/kg | Mouse: ₹26/kg | CRT: ₹10/kg,No,"Gurugram, Manesar, Delhi"
REC02563,ReTech Hisar Recycler Hub 2563,Hisar,"Motor, Glass, Microwave",Authorized,+91 9509795402,Motor: ₹65/kg | Glass: ₹9/kg | Microwave: ₹24/kg,Yes,"Hisar, Sirsa, Rohtak"
REC02564,CleanEarth Karnal Recovery Centre 2564,Karnal,"LCD Panel, CRT, Keyboard, Printer",Authorization Verification Pending,+91 9105065665,LCD Panel: ₹51/kg | CRT: ₹6/kg | Keyboard: ₹43/kg | Printer: ₹22/kg,Yes,"Karnal, Kurukshetra, Panipat"
REC02565,E-Waste Jalandhar Circular Solutions 2565,Jalandhar,"Television, PCB, Printer, Mouse, Mixed Metal, Motor, Cable, Keyboard",Authorized,+91 9241143768,Television: ₹23/kg | PCB: ₹420/kg | Printer: ₹30/kg | Mouse: ₹31/kg | Mixed Metal: ₹55/kg | Motor: ₹87/kg | Cable: ₹394/kg | Keyboard: ₹40/kg,No,"Jalandhar, Ludhiana, Hoshiarpur"
REC02566,Circular Bathinda Resource Recovery 2566,Bathinda,"Mixed Metal, Battery, Cable, Mobile, Mixed Plastic, Mouse, Microwave, Keyboard",Authorized,+91 9333803052,Mixed Metal: ₹35/kg | Battery: ₹166/kg | Cable: ₹368/kg | Mobile: ₹297/kg | Mixed Plastic: ₹11/kg | Mouse: ₹44/kg | Microwave: ₹22/kg | Keyboard: ₹41/kg,No,"Bathinda, Moga, Patiala"
REC02567,RenewTech Patiala Green Processing 2567,Patiala,"Battery, Mixed Plastic, Washing Machine, Mobile, Cable, Mixed Metal, Printer, Glass",Authorized,+91 9216912845,Battery: ₹123/kg | Mixed Plastic: ₹18/kg | Washing Machine: ₹31/kg | Mobile: ₹243/kg | Cable: ₹409/kg | Mixed Metal: ₹46/kg | Printer: ₹24/kg | Glass: ₹1/kg,Yes,"Patiala, Mohali, Ambala"
REC02568,GreenCircuit Haridwar Materials Recycling 2568,Haridwar,"PCB, CRT, Battery, Television, Printer, Mouse, Magnet Assembly",Authorized,+91 9938474416,PCB: ₹395/kg | CRT: ₹12/kg | Battery: ₹118/kg | Television: ₹32/kg | Printer: ₹14/kg | Mouse: ₹33/kg | Magnet Assembly: ₹127/kg,No,"Haridwar, Dehradun"
REC02569,UrbanRecycle Roorkee Sustainable Recycling 2569,Roorkee,"Microwave, Magnet Assembly, Mobile, Mixed Plastic, Battery",Authorized,+91 9959812271,Microwave: ₹17/kg | Magnet Assembly: ₹129/kg | Mobile: ₹208/kg | Mixed Plastic: ₹35/kg | Battery: ₹97/kg,Yes,"Roorkee, Saharanpur, Haridwar"
REC02570,EcoLink Dhanbad Collection & Recycling 2570,Dhanbad,"Printer, Mobile, Keyboard, Washing Machine, Glass, Battery, LCD Panel, PCB",Authorized,+91 9952841064,Printer: ₹13/kg | Mobile: ₹291/kg | Keyboard: ₹23/kg | Washing Machine: ₹17/kg | Glass: ₹7/kg | Battery: ₹135/kg | LCD Panel: ₹62/kg | PCB: ₹403/kg,No,"Dhanbad, Bokaro"
REC02571,RecyclePro Bokaro Recycling Services 2571,Bokaro,"Television, Magnet Assembly, Washing Machine, Printer, Microwave, Battery, Cable, PCB",Authorized,+91 9464454178,Television: ₹35/kg | Magnet Assembly: ₹81/kg | Washing Machine: ₹27/kg | Printer: ₹18/kg | Microwave: ₹24/kg | Battery: ₹180/kg | Cable: ₹366/kg | PCB: ₹422/kg,Yes,"Bokaro, Ranchi"
REC02572,EnviroCycle Rourkela E-Waste Solutions 2572,Rourkela,"Keyboard, Mixed Plastic, Printer, Cable, Mouse, PCB, Battery, Mobile",Authorized,+91 9623160798,Keyboard: ₹18/kg | Mixed Plastic: ₹11/kg | Printer: ₹16/kg | Cable: ₹393/kg | Mouse: ₹54/kg | PCB: ₹535/kg | Battery: ₹125/kg | Mobile: ₹159/kg,Yes,Rourkela
REC02573,EarthLoop Sambalpur Recycler Hub 2573,Sambalpur,"Mouse, Television, Magnet Assembly, Mixed Metal, Mixed Plastic, Microwave, Battery, Washing Machine",Authorized,+91 9634110186,Mouse: ₹70/kg | Television: ₹28/kg | Magnet Assembly: ₹108/kg | Mixed Metal: ₹68/kg | Mixed Plastic: ₹9/kg | Microwave: ₹17/kg | Battery: ₹178/kg | Washing Machine: ₹13/kg,Yes,"Sambalpur, Jharsuguda, Bargarh"
REC02574,GreenMine Warangal Recovery Centre 2574,Warangal,"PCB, Television, Mixed Metal, CRT, Cable",Authorized,+91 9191774408,PCB: ₹410/kg | Television: ₹26/kg | Mixed Metal: ₹40/kg | CRT: ₹14/kg | Cable: ₹390/kg,Yes,"Warangal, Hyderabad"
REC02575,RecoverX Tirupati Circular Solutions 2575,Tirupati,"Printer, Mixed Metal, Magnet Assembly, LCD Panel, Mixed Plastic, Keyboard, CRT, Glass",Authorized,+91 9933406038,Printer: ₹12/kg | Mixed Metal: ₹84/kg | Magnet Assembly: ₹145/kg | LCD Panel: ₹63/kg | Mixed Plastic: ₹29/kg | Keyboard: ₹39/kg | CRT: ₹8/kg | Glass: ₹1/kg,Yes,"Tirupati, Chittoor, Nellore"
REC02576,ScrapSmart Nellore Resource Recovery 2576,Nellore,"Battery, Washing Machine, Glass, Mobile, Mixed Metal",Authorization Verification Pending,+91 9422199259,Battery: ₹151/kg | Washing Machine: ₹29/kg | Glass: ₹10/kg | Mobile: ₹198/kg | Mixed Metal: ₹61/kg,Yes,"Nellore, Ongole"
REC02577,EcoRecover Salem Green Processing 2577,Salem,"LCD Panel, Printer, Mixed Plastic, Battery, CRT, Mixed Metal, PCB",Authorized,+91 9787178741,LCD Panel: ₹27/kg | Printer: ₹27/kg | Mixed Plastic: ₹18/kg | Battery: ₹178/kg | CRT: ₹10/kg | Mixed Metal: ₹52/kg | PCB: ₹429/kg,Yes,"Salem, Namakkal, Erode"
REC02578,WasteWise Tiruchirappalli Materials Recycling 2578,Tiruchirappalli,"Keyboard, Glass, Cable, Battery, Television, Mixed Metal",Authorized,+91 9450678489,Keyboard: ₹17/kg | Glass: ₹7/kg | Cable: ₹333/kg | Battery: ₹180/kg | Television: ₹18/kg | Mixed Metal: ₹40/kg,No,"Tiruchirappalli, Thanjavur, Karur"
REC02579,CircularGrid Vellore Sustainable Recycling 2579,Vellore,"Cable, PCB, Television, CRT, Mixed Metal, Mixed Plastic, Battery",Authorized,+91 9490621383,Cable: ₹331/kg | PCB: ₹511/kg | Television: ₹17/kg | CRT: ₹17/kg | Mixed Metal: ₹44/kg | Mixed Plastic: ₹19/kg | Battery: ₹77/kg,Yes,"Vellore, Chennai"
