Category,Location,Date,Price/kg,Source
Mouse,Lucknow,21-08-26,₹35,Recycler
Printer,Lucknow,21-08-26,₹17,Aggregator
Television,Lucknow,21-08-26,₹21,Recycler
Washing Machine,Lucknow,21-08-26,₹20,Aggregator
Microwave,Lucknow,21-08-26,₹15,Recycler
Player,Lucknow,21-08-26,₹43,Recycler
Cable,Lucknow,21-08-26,₹339,Recycler
LCD Panel,Lucknow,21-08-26,₹44,Recycler
Motor,Lucknow,21-08-26,₹62,Aggregator
Magnet Assembly,Lucknow,21-08-26,₹82,Aggregator
Metal,Lucknow,21-08-26,₹50,Recycler
Plastic,Lucknow,21-08-26,₹19,Recycler
Glass,Lucknow,21-08-26,₹5,Market Survey
PCB,Bhopal,22-08-26,₹424,Recycler
Battery,Bhopal,22-08-26,₹109,Aggregator
Mobile,Bhopal,22-08-26,₹212,Recycler
Keyboard,Bhopal,22-08-26,₹26,Recycler
Mouse,Bhopal,22-08-26,₹40,Recycler
Printer,Bhopal,22-08-26,₹18,Aggregator
Television,Bhopal,22-08-26,₹21,Recycler
Washing Machine,Bhopal,22-08-26,₹20,Aggregator
Microwave,Bhopal,22-08-26,₹17,Recycler
Player,Bhopal,22-08-26,₹48,Recycler
Cable,Bhopal,22-08-26,₹380,Recycler
LCD Panel,Bhopal,22-08-26,₹45,Recycler
Motor,Bhopal,22-08-26,₹65,Aggregator
Magnet Assembly,Bhopal,22-08-26,₹97,Recycler
Metal,Bhopal,22-08-26,₹52,Recycler
Plastic,Bhopal,22-08-26,₹20,Recycler
Glass,Bhopal,22-08-26,₹5,Recycler
PCB,Indore,22-08-26,₹422,Recycler
Battery,Indore,22-08-26,₹112,Aggregator
Mobile,Indore,22-08-26,₹212,Aggregator
Keyboard,Indore,22-08-26,₹29,Recycler
Mouse,Indore,22-08-26,₹40,Recycler
Printer,Indore,22-08-26,₹18,Recycler
Television,Indore,22-08-26,₹22,Aggregator
Washing Machine,Indore,22-08-26,₹21,Aggregator
Microwave,Indore,22-08-26,₹17,Recycler
Player,Indore,22-08-26,₹47,Recycler
Cable,Indore,22-08-26,₹403,Market Survey
LCD Panel,Indore,22-08-26,₹47,Recycler
Motor,Indore,22-08-26,₹73,Recycler
Magnet Assembly,Indore,22-08-26,₹90,Aggregator
Metal,Indore,22-08-26,₹53,Aggregator
Plastic,Indore,22-08-26,₹20,Recycler
Glass,Indore,22-08-26,₹5,Recycler
PCB,Raipur,22-08-26,₹403,Recycler
Battery,Raipur,22-08-26,₹102,Recycler
Mobile,Raipur,22-08-26,₹203,Recycler
Keyboard,Raipur,22-08-26,₹27,Recycler
Mouse,Raipur,22-08-26,₹39,Recycler
Printer,Raipur,22-08-26,₹17,Recycler
Television,Raipur,22-08-26,₹20,Aggregator
Washing Machine,Raipur,22-08-26,₹22,Recycler
Microwave,Raipur,22-08-26,₹16,Recycler
Player,Raipur,22-08-26,₹49,Recycler
Cable,Raipur,22-08-26,₹408,Recycler
LCD Panel,Raipur,22-08-26,₹46,Market Survey
Motor,Raipur,22-08-26,₹70,Aggregator
Magnet Assembly,Raipur,22-08-26,₹90,Aggregator
Metal,Raipur,22-08-26,₹53,Recycler
Plastic,Raipur,22-08-26,₹19,Aggregator
Glass,Raipur,22-08-26,₹5,Recycler
PCB,Nagpur,22-08-26,₹415,Recycler
Battery,Nagpur,22-08-26,₹109,Recycler
Mobile,Nagpur,22-08-26,₹211,Aggregator
Keyboard,Nagpur,22-08-26,₹28,Recycler
Mouse,Nagpur,22-08-26,₹39,Recycler
Printer,Nagpur,22-08-26,₹19,Market Survey
Television,Nagpur,22-08-26,₹21,Aggregator
Washing Machine,Nagpur,22-08-26,₹20,Recycler
Microwave,Nagpur,22-08-26,₹17,Recycler
Player,Nagpur,22-08-26,₹52,Aggregator
Cable,Nagpur,22-08-26,₹376,Recycler
LCD Panel,Nagpur,22-08-26,₹45,Market Survey
Motor,Nagpur,22-08-26,₹62,Aggregator
Magnet Assembly,Nagpur,22-08-26,₹95,Recycler
Metal,Nagpur,22-08-26,₹53,Aggregator
Plastic,Nagpur,22-08-26,₹19,Recycler
Glass,Nagpur,22-08-26,₹5,Recycler
PCB,Pune,22-08-26,₹428,Aggregator
Battery,Pune,22-08-26,₹116,Market Survey
Mobile,Pune,22-08-26,₹229,Recycler
Keyboard,Pune,22-08-26,₹30,Recycler
Mouse,Pune,22-08-26,₹41,Market Survey
Printer,Pune,22-08-26,₹20,Aggregator
Television,Pune,22-08-26,₹23,Recycler
Washing Machine,Pune,22-08-26,₹21,Recycler
Microwave,Pune,22-08-26,₹17,Recycler
Player,Pune,22-08-26,₹50,Recycler
Cable,Pune,22-08-26,₹441,Recycler
LCD Panel,Pune,22-08-26,₹46,Recycler
Motor,Pune,22-08-26,₹79,Recycler
Magnet Assembly,Pune,22-08-26,₹98,Aggregator
Metal,Pune,22-08-26,₹56,Aggregator
Plastic,Pune,22-08-26,₹21,Market Survey
Glass,Pune,22-08-26,₹5,Recycler
PCB,Mumbai,22-08-26,₹474,Recycler
Battery,Mumbai,22-08-26,₹119,Recycler
Mobile,Mumbai,22-08-26,₹231,Recycler
Keyboard,Mumbai,22-08-26,₹28,Aggregator
Mouse,Mumbai,22-08-26,₹40,Recycler
Printer,Mumbai,22-08-26,₹20,Recycler
Television,Mumbai,22-08-26,₹23,Recycler
Washing Machine,Mumbai,22-08-26,₹20,Recycler
Microwave,Mumbai,22-08-26,₹18,Aggregator
Player,Mumbai,22-08-26,₹51,Recycler
Cable,Mumbai,22-08-26,₹439,Aggregator
LCD Panel,Mumbai,22-08-26,₹50,Recycler
Motor,Mumbai,22-08-26,₹75,Market Survey
Magnet Assembly,Mumbai,22-08-26,₹101,Recycler
Metal,Mumbai,22-08-26,₹54,Aggregator
Plastic,Mumbai,22-08-26,₹21,Market Survey
Glass,Mumbai,22-08-26,₹6,Recycler
PCB,Delhi,22-08-26,₹438,Aggregator
Battery,Delhi,22-08-26,₹125,Recycler
Mobile,Delhi,22-08-26,₹233,Recycler
Keyboard,Delhi,22-08-26,₹32,Market Survey
Mouse,Delhi,22-08-26,₹37,Aggregator
Printer,Delhi,22-08-26,₹20,Market Survey
Television,Delhi,22-08-26,₹23,Recycler
Washing Machine,Delhi,22-08-26,₹22,Aggregator
Microwave,Delhi,22-08-26,₹18,Recycler
Player,Delhi,22-08-26,₹55,Recycler
Cable,Delhi,22-08-26,₹412,Recycler
LCD Panel,Delhi,22-08-26,₹48,Recycler
Motor,Delhi,22-08-26,₹73,Recycler
Magnet Assembly,Delhi,22-08-26,₹94,Aggregator
Metal,Delhi,22-08-26,₹60,Market Survey
Plastic,Delhi,22-08-26,₹21,Recycler
Glass,Delhi,22-08-26,₹5,Recycler
PCB,Noida,22-08-26,₹431,Recycler
Battery,Noida,22-08-26,₹113,Recycler
Mobile,Noida,22-08-26,₹234,Recycler
Keyboard,Noida,22-08-26,₹31,Recycler
Mouse,Noida,22-08-26,₹39,Recycler
Printer,Noida,22-08-26,₹19,Aggregator
Television,Noida,22-08-26,₹24,Recycler
Washing Machine,Noida,22-08-26,₹23,Recycler
Microwave,Noida,22-08-26,₹19,Recycler
Player,Noida,22-08-26,₹52,Recycler
Cable,Noida,22-08-26,₹390,Recycler
LCD Panel,Noida,22-08-26,₹51,Market Survey
Motor,Noida,22-08-26,₹78,Recycler
Magnet Assembly,Noida,22-08-26,₹98,Recycler
Metal,Noida,22-08-26,₹59,Recycler
Plastic,Noida,22-08-26,₹21,Recycler
Glass,Noida,22-08-26,₹5,Recycler
PCB,Jaipur,22-08-26,₹454,Recycler
Battery,Jaipur,22-08-26,₹117,Aggregator
Mobile,Jaipur,22-08-26,₹224,Recycler
Keyboard,Jaipur,22-08-26,₹30,Recycler
Mouse,Jaipur,22-08-26,₹38,Recycler
Printer,Jaipur,22-08-26,₹19,Recycler
Television,Jaipur,22-08-26,₹23,Recycler
Washing Machine,Jaipur,22-08-26,₹23,Recycler
Microwave,Jaipur,22-08-26,₹17,Recycler
Player,Jaipur,22-08-26,₹51,Market Survey
Cable,Jaipur,22-08-26,₹381,Recycler
LCD Panel,Jaipur,22-08-26,₹47,Recycler
Motor,Jaipur,22-08-26,₹75,Market Survey
Magnet Assembly,Jaipur,22-08-26,₹104,Recycler
Metal,Jaipur,22-08-26,₹50,Recycler
Plastic,Jaipur,22-08-26,₹20,Recycler
Glass,Jaipur,22-08-26,₹5,Recycler
PCB,Ahmedabad,22-08-26,₹453,Recycler
Battery,Ahmedabad,22-08-26,₹113,Aggregator
Mobile,Ahmedabad,22-08-26,₹209,Aggregator
Keyboard,Ahmedabad,22-08-26,₹28,Aggregator
Mouse,Ahmedabad,22-08-26,₹42,Market Survey
Printer,Ahmedabad,22-08-26,₹19,Recycler
Television,Ahmedabad,22-08-26,₹23,Recycler
Washing Machine,Ahmedabad,22-08-26,₹22,Recycler
Microwave,Ahmedabad,22-08-26,₹18,Recycler
Player,Ahmedabad,22-08-26,₹48,Recycler
Cable,Ahmedabad,22-08-26,₹409,Market Survey
LCD Panel,Ahmedabad,22-08-26,₹46,Recycler
Motor,Ahmedabad,22-08-26,₹75,Recycler
Magnet Assembly,Ahmedabad,22-08-26,₹92,Recycler
Metal,Ahmedabad,22-08-26,₹49,Recycler
Plastic,Ahmedabad,22-08-26,₹20,Recycler
Glass,Ahmedabad,22-08-26,₹5,Recycler
PCB,Bengaluru,22-08-26,₹454,Aggregator
Battery,Bengaluru,22-08-26,₹124,Market Survey
Mobile,Bengaluru,22-08-26,₹226,Recycler
Keyboard,Bengaluru,22-08-26,₹28,Recycler
Mouse,Bengaluru,22-08-26,₹40,Recycler
Printer,Bengaluru,22-08-26,₹18,Aggregator
Television,Bengaluru,22-08-26,₹22,Aggregator
Washing Machine,Bengaluru,22-08-26,₹23,Recycler
Microwave,Bengaluru,22-08-26,₹19,Aggregator
Player,Bengaluru,22-08-26,₹49,Recycler
Cable,Bengaluru,22-08-26,₹409,Aggregator
LCD Panel,Bengaluru,22-08-26,₹49,Recycler
Motor,Bengaluru,22-08-26,₹75,Aggregator
Magnet Assembly,Bengaluru,22-08-26,₹105,Market Survey
Metal,Bengaluru,22-08-26,₹57,Aggregator
Plastic,Bengaluru,22-08-26,₹22,Aggregator
Glass,Bengaluru,22-08-26,₹5,Aggregator
PCB,Hyderabad,22-08-26,₹430,Recycler
Battery,Hyderabad,22-08-26,₹110,Aggregator
Mobile,Hyderabad,22-08-26,₹208,Aggregator
Keyboard,Hyderabad,22-08-26,₹28,Recycler
Mouse,Hyderabad,22-08-26,₹42,Market Survey
Printer,Hyderabad,22-08-26,₹19,Recycler
Television,Hyderabad,22-08-26,₹23,Recycler
Washing Machine,Hyderabad,22-08-26,₹21,Aggregator
Microwave,Hyderabad,22-08-26,₹18,Aggregator
Player,Hyderabad,22-08-26,₹49,Aggregator
Cable,Hyderabad,22-08-26,₹384,Aggregator
LCD Panel,Hyderabad,22-08-26,₹47,Recycler
Motor,Hyderabad,22-08-26,₹76,Recycler
Magnet Assembly,Hyderabad,22-08-26,₹99,Recycler
Metal,Hyderabad,22-08-26,₹60,Recycler
Plastic,Hyderabad,22-08-26,₹20,Aggregator
Glass,Hyderabad,22-08-26,₹5,Recycler
PCB,Chennai,22-08-26,₹448,Recycler
Battery,Chennai,22-08-26,₹117,Recycler
Mobile,Chennai,22-08-26,₹227,Recycler
Keyboard,Chennai,22-08-26,₹30,Recycler
Mouse,Chennai,22-08-26,₹38,Aggregator
Printer,Chennai,22-08-26,₹19,Recycler
Television,Chennai,22-08-26,₹25,Recycler
Washing Machine,Chennai,22-08-26,₹23,Recycler
Microwave,Chennai,22-08-26,₹18,Recycler
Player,Chennai,22-08-26,₹51,Recycler
Cable,Chennai,22-08-26,₹419,Aggregator
LCD Panel,Chennai,22-08-26,₹49,Recycler
Motor,Chennai,22-08-26,₹78,Recycler
Magnet Assembly,Chennai,22-08-26,₹98,Market Survey
Metal,Chennai,22-08-26,₹56,Recycler
Plastic,Chennai,22-08-26,₹21,Aggregator
Glass,Chennai,22-08-26,₹5,Recycler
PCB,Kolkata,22-08-26,₹448,Recycler
Battery,Kolkata,22-08-26,₹112,Recycler
Mobile,Kolkata,22-08-26,₹217,Recycler
Keyboard,Kolkata,22-08-26,₹27,Aggregator
Mouse,Kolkata,22-08-26,₹39,Recycler
Printer,Kolkata,22-08-26,₹20,Market Survey
Television,Kolkata,22-08-26,₹22,Recycler
Washing Machine,Kolkata,22-08-26,₹21,Recycler
Microwave,Kolkata,22-08-26,₹18,Recycler
Player,Kolkata,22-08-26,₹48,Recycler
Cable,Kolkata,22-08-26,₹394,Recycler
LCD Panel,Kolkata,22-08-26,₹46,Recycler
Motor,Kolkata,22-08-26,₹77,Recycler
Magnet Assembly,Kolkata,22-08-26,₹92,Recycler
Metal,Kolkata,22-08-26,₹53,Recycler
Plastic,Kolkata,22-08-26,₹21,Recycler
Glass,Kolkata,22-08-26,₹5,Recycler
PCB,Lucknow,22-08-26,₹404,Recycler
Battery,Lucknow,22-08-26,₹103,Aggregator
Mobile,Lucknow,22-08-26,₹201,Aggregator
Keyboard,Lucknow,22-08-26,₹28,Recycler
Mouse,Lucknow,22-08-26,₹38,Aggregator
Printer,Lucknow,22-08-26,₹17,Recycler
Television,Lucknow,22-08-26,₹21,Aggregator
Washing Machine,Lucknow,22-08-26,₹20,Market Survey
Microwave,Lucknow,22-08-26,₹18,Aggregator
Player,Lucknow,22-08-26,₹44,Aggregator
Cable,Lucknow,22-08-26,₹386,Recycler
LCD Panel,Lucknow,22-08-26,₹43,Aggregator
Motor,Lucknow,22-08-26,₹72,Market Survey
Magnet Assembly,Lucknow,22-08-26,₹88,Aggregator
Metal,Lucknow,22-08-26,₹47,Aggregator
Plastic,Lucknow,22-08-26,₹21,Recycler
Glass,Lucknow,22-08-26,₹5,Recycler
PCB,Bhopal,23-08-26,₹437,Aggregator
Battery,Bhopal,23-08-26,₹101,Aggregator
Mobile,Bhopal,23-08-26,₹218,Recycler
Keyboard,Bhopal,23-08-26,₹27,Aggregator
Mouse,Bhopal,23-08-26,₹36,Recycler
Printer,Bhopal,23-08-26,₹19,Recycler
Television,Bhopal,23-08-26,₹21,Recycler
Washing Machine,Bhopal,23-08-26,₹20,Aggregator
Microwave,Bhopal,23-08-26,₹17,Recycler
Player,Bhopal,23-08-26,₹46,Aggregator
Cable,Bhopal,23-08-26,₹382,Recycler
LCD Panel,Bhopal,23-08-26,₹42,Aggregator
Motor,Bhopal,23-08-26,₹73,Recycler
Magnet Assembly,Bhopal,23-08-26,₹93,Recycler
Metal,Bhopal,23-08-26,₹50,Aggregator
Plastic,Bhopal,23-08-26,₹19,Recycler
Glass,Bhopal,23-08-26,₹5,Recycler
PCB,Indore,23-08-26,₹425,Aggregator
Battery,Indore,23-08-26,₹100,Aggregator
Mobile,Indore,23-08-26,₹216,Aggregator
Keyboard,Indore,23-08-26,₹28,Recycler
Mouse,Indore,23-08-26,₹39,Recycler
Printer,Indore,23-08-26,₹19,Recycler
Television,Indore,23-08-26,₹21,Aggregator
Washing Machine,Indore,23-08-26,₹21,Aggregator
Microwave,Indore,23-08-26,₹17,Recycler
Player,Indore,23-08-26,₹47,Recycler
Cable,Indore,23-08-26,₹386,Recycler
LCD Panel,Indore,23-08-26,₹45,Recycler
Motor,Indore,23-08-26,₹74,Recycler
Magnet Assembly,Indore,23-08-26,₹99,Market Survey
Metal,Indore,23-08-26,₹53,Recycler
Plastic,Indore,23-08-26,₹20,Recycler
Glass,Indore,23-08-26,₹5,Aggregator
PCB,Raipur,23-08-26,₹423,Recycler
Battery,Raipur,23-08-26,₹115,Recycler
Mobile,Raipur,23-08-26,₹205,Recycler
Keyboard,Raipur,23-08-26,₹29,Market Survey
Mouse,Raipur,23-08-26,₹38,Market Survey
Printer,Raipur,23-08-26,₹18,Recycler
Television,Raipur,23-08-26,₹22,Recycler
Washing Machine,Raipur,23-08-26,₹21,Recycler
Microwave,Raipur,23-08-26,₹17,Recycler
Player,Raipur,23-08-26,₹48,Market Survey
Cable,Raipur,23-08-26,₹380,Aggregator
LCD Panel,Raipur,23-08-26,₹41,Recycler
Motor,Raipur,23-08-26,₹68,Recycler
Magnet Assembly,Raipur,23-08-26,₹90,Aggregator
Metal,Raipur,23-08-26,₹52,Market Survey
Plastic,Raipur,23-08-26,₹19,Recycler
Glass,Raipur,23-08-26,₹5,Market Survey
PCB,Nagpur,23-08-26,₹418,Aggregator
Battery,Nagpur,23-08-26,₹105,Recycler
Mobile,Nagpur,23-08-26,₹203,Market Survey
Keyboard,Nagpur,23-08-26,₹26,Recycler
Mouse,Nagpur,23-08-26,₹39,Recycler
Printer,Nagpur,23-08-26,₹17,Aggregator
Television,Nagpur,23-08-26,₹22,Recycler
Washing Machine,Nagpur,23-08-26,₹20,Aggregator
Microwave,Nagpur,23-08-26,₹17,Recycler
Player,Nagpur,23-08-26,₹46,Recycler
Cable,Nagpur,23-08-26,₹385,Aggregator
LCD Panel,Nagpur,23-08-26,₹46,Recycler
Motor,Nagpur,23-08-26,₹77,Recycler
Magnet Assembly,Nagpur,23-08-26,₹99,Recycler
Metal,Nagpur,23-08-26,₹52,Recycler
Plastic,Nagpur,23-08-26,₹20,Aggregator
Glass,Nagpur,23-08-26,₹5,Recycler
PCB,Pune,23-08-26,₹420,Aggregator
Battery,Pune,23-08-26,₹112,Recycler
Mobile,Pune,23-08-26,₹215,Aggregator
Keyboard,Pune,23-08-26,₹29,Aggregator
Mouse,Pune,23-08-26,₹41,Recycler
Printer,Pune,23-08-26,₹18,Aggregator
Television,Pune,23-08-26,₹24,Recycler
Washing Machine,Pune,23-08-26,₹23,Aggregator
Microwave,Pune,23-08-26,₹18,Recycler
Player,Pune,23-08-26,₹49,Recycler
Cable,Pune,23-08-26,₹427,Recycler
LCD Panel,Pune,23-08-26,₹46,Aggregator
Motor,Pune,23-08-26,₹75,Recycler
Magnet Assembly,Pune,23-08-26,₹93,Aggregator
Metal,Pune,23-08-26,₹52,Recycler
Plastic,Pune,23-08-26,₹23,Recycler
Glass,Pune,23-08-26,₹5,Recycler
PCB,Mumbai,23-08-26,₹476,Aggregator
Battery,Mumbai,23-08-26,₹125,Recycler
Mobile,Mumbai,23-08-26,₹216,Aggregator
Keyboard,Mumbai,23-08-26,₹31,Recycler
Mouse,Mumbai,23-08-26,₹41,Recycler
Printer,Mumbai,23-08-26,₹22,Recycler
Television,Mumbai,23-08-26,₹24,Recycler
Washing Machine,Mumbai,23-08-26,₹23,Recycler
Microwave,Mumbai,23-08-26,₹18,Aggregator
Player,Mumbai,23-08-26,₹55,Recycler
Cable,Mumbai,23-08-26,₹415,Recycler
LCD Panel,Mumbai,23-08-26,₹47,Recycler
Motor,Mumbai,23-08-26,₹80,Recycler
Magnet Assembly,Mumbai,23-08-26,₹104,Recycler
Metal,Mumbai,23-08-26,₹53,Aggregator
Plastic,Mumbai,23-08-26,₹22,Recycler
Glass,Mumbai,23-08-26,₹5,Recycler
PCB,Delhi,23-08-26,₹466,Market Survey
Battery,Delhi,23-08-26,₹118,Recycler
Mobile,Delhi,23-08-26,₹247,Market Survey
Keyboard,Delhi,23-08-26,₹31,Recycler
Mouse,Delhi,23-08-26,₹44,Market Survey
Printer,Delhi,23-08-26,₹20,Market Survey
Television,Delhi,23-08-26,₹23,Recycler
Washing Machine,Delhi,23-08-26,₹23,Recycler
Microwave,Delhi,23-08-26,₹18,Aggregator
Player,Delhi,23-08-26,₹47,Aggregator
Cable,Delhi,23-08-26,₹390,Aggregator
LCD Panel,Delhi,23-08-26,₹48,Recycler
Motor,Delhi,23-08-26,₹73,Recycler
Magnet Assembly,Delhi,23-08-26,₹94,Recycler
Metal,Delhi,23-08-26,₹56,Recycler
Plastic,Delhi,23-08-26,₹21,Recycler
Glass,Delhi,23-08-26,₹6,Recycler
PCB,Noida,23-08-26,₹475,Recycler
Battery,Noida,23-08-26,₹119,Recycler
Mobile,Noida,23-08-26,₹212,Aggregator
Keyboard,Noida,23-08-26,₹28,Recycler
Mouse,Noida,23-08-26,₹40,Market Survey
Printer,Noida,23-08-26,₹20,Aggregator
Television,Noida,23-08-26,₹24,Recycler
Washing Machine,Noida,23-08-26,₹22,Aggregator
Microwave,Noida,23-08-26,₹17,Aggregator
Player,Noida,23-08-26,₹49,Recycler
Cable,Noida,23-08-26,₹414,Market Survey
LCD Panel,Noida,23-08-26,₹46,Recycler
Motor,Noida,23-08-26,₹77,Market Survey
Magnet Assembly,Noida,23-08-26,₹96,Aggregator
Metal,Noida,23-08-26,₹54,Recycler
Plastic,Noida,23-08-26,₹20,Aggregator
Glass,Noida,23-08-26,₹5,Market Survey
PCB,Jaipur,23-08-26,₹471,Recycler
Battery,Jaipur,23-08-26,₹113,Recycler
Mobile,Jaipur,23-08-26,₹212,Recycler
Keyboard,Jaipur,23-08-26,₹29,Aggregator
Mouse,Jaipur,23-08-26,₹39,Aggregator
Printer,Jaipur,23-08-26,₹18,Recycler
Television,Jaipur,23-08-26,₹23,Recycler
Washing Machine,Jaipur,23-08-26,₹22,Recycler
Microwave,Jaipur,23-08-26,₹16,Recycler
Player,Jaipur,23-08-26,₹49,Recycler
Cable,Jaipur,23-08-26,₹395,Recycler
LCD Panel,Jaipur,23-08-26,₹42,Aggregator
Motor,Jaipur,23-08-26,₹74,Recycler
Magnet Assembly,Jaipur,23-08-26,₹101,Recycler
Metal,Jaipur,23-08-26,₹55,Recycler
Plastic,Jaipur,23-08-26,₹21,Aggregator
Glass,Jaipur,23-08-26,₹5,Recycler
PCB,Ahmedabad,23-08-26,₹424,Market Survey
Battery,Ahmedabad,23-08-26,₹113,Aggregator
Mobile,Ahmedabad,23-08-26,₹227,Recycler
Keyboard,Ahmedabad,23-08-26,₹27,Aggregator
Mouse,Ahmedabad,23-08-26,₹40,Recycler
Printer,Ahmedabad,23-08-26,₹19,Recycler
Television,Ahmedabad,23-08-26,₹23,Aggregator
Washing Machine,Ahmedabad,23-08-26,₹23,Recycler
Microwave,Ahmedabad,23-08-26,₹17,Recycler
Player,Ahmedabad,23-08-26,₹53,Recycler
Cable,Ahmedabad,23-08-26,₹372,Aggregator
LCD Panel,Ahmedabad,23-08-26,₹43,Aggregator
Motor,Ahmedabad,23-08-26,₹73,Recycler
Magnet Assembly,Ahmedabad,23-08-26,₹92,Recycler
Metal,Ahmedabad,23-08-26,₹57,Market Survey
Plastic,Ahmedabad,23-08-26,₹19,Recycler
Glass,Ahmedabad,23-08-26,₹5,Recycler
PCB,Bengaluru,23-08-26,₹442,Recycler
Battery,Bengaluru,23-08-26,₹116,Recycler
Mobile,Bengaluru,23-08-26,₹226,Recycler
Keyboard,Bengaluru,23-08-26,₹31,Recycler
Mouse,Bengaluru,23-08-26,₹41,Recycler
Printer,Bengaluru,23-08-26,₹19,Aggregator
Television,Bengaluru,23-08-26,₹22,Recycler
Washing Machine,Bengaluru,23-08-26,₹23,Recycler
Microwave,Bengaluru,23-08-26,₹20,Recycler
Player,Bengaluru,23-08-26,₹51,Aggregator
Cable,Bengaluru,23-08-26,₹410,Recycler
LCD Panel,Bengaluru,23-08-26,₹47,Recycler
Motor,Bengaluru,23-08-26,₹73,Aggregator
Magnet Assembly,Bengaluru,23-08-26,₹100,Recycler
Metal,Bengaluru,23-08-26,₹54,Recycler
Plastic,Bengaluru,23-08-26,₹21,Aggregator
Glass,Bengaluru,23-08-26,₹5,Recycler
PCB,Hyderabad,23-08-26,₹442,Aggregator
Battery,Hyderabad,23-08-26,₹116,Recycler
Mobile,Hyderabad,23-08-26,₹214,Recycler
Keyboard,Hyderabad,23-08-26,₹29,Recycler
Mouse,Hyderabad,23-08-26,₹41,Recycler
Printer,Hyderabad,23-08-26,₹19,Aggregator
Television,Hyderabad,23-08-26,₹22,Recycler
Washing Machine,Hyderabad,23-08-26,₹21,Aggregator
Microwave,Hyderabad,23-08-26,₹17,Recycler
Player,Hyderabad,23-08-26,₹52,Recycler
Cable,Hyderabad,23-08-26,₹391,Recycler
LCD Panel,Hyderabad,23-08-26,₹46,Market Survey
Motor,Hyderabad,23-08-26,₹76,Aggregator
Magnet Assembly,Hyderabad,23-08-26,₹90,Aggregator
Metal,Hyderabad,23-08-26,₹52,Recycler
Plastic,Hyderabad,23-08-26,₹22,Recycler
Glass,Hyderabad,23-08-26,₹5,Aggregator
PCB,Chennai,23-08-26,₹456,Recycler
Battery,Chennai,23-08-26,₹110,Recycler
Mobile,Chennai,23-08-26,₹234,Recycler
Keyboard,Chennai,23-08-26,₹29,Recycler
Mouse,Chennai,23-08-26,₹40,Aggregator
Printer,Chennai,23-08-26,₹19,Recycler
Television,Chennai,23-08-26,₹22,Recycler
Washing Machine,Chennai,23-08-26,₹21,Recycler
Microwave,Chennai,23-08-26,₹17,Aggregator
Player,Chennai,23-08-26,₹51,Aggregator
Cable,Chennai,23-08-26,₹426,Aggregator
LCD Panel,Chennai,23-08-26,₹47,Recycler
Motor,Chennai,23-08-26,₹69,Market Survey
Magnet Assembly,Chennai,23-08-26,₹99,Recycler
Metal,Chennai,23-08-26,₹51,Recycler
Plastic,Chennai,23-08-26,₹22,Aggregator
Glass,Chennai,23-08-26,₹5,Aggregator
PCB,Kolkata,23-08-26,₹468,Market Survey
Battery,Kolkata,23-08-26,₹106,Aggregator
Mobile,Kolkata,23-08-26,₹224,Recycler
Keyboard,Kolkata,23-08-26,₹27,Aggregator
Mouse,Kolkata,23-08-26,₹37,Recycler
Printer,Kolkata,23-08-26,₹18,Aggregator
Television,Kolkata,23-08-26,₹23,Recycler
Washing Machine,Kolkata,23-08-26,₹22,Recycler
Microwave,Kolkata,23-08-26,₹18,Aggregator
Player,Kolkata,23-08-26,₹49,Recycler
Cable,Kolkata,23-08-26,₹382,Recycler
LCD Panel,Kolkata,23-08-26,₹46,Recycler
Motor,Kolkata,23-08-26,₹72,Aggregator
Magnet Assembly,Kolkata,23-08-26,₹100,Recycler
Metal,Kolkata,23-08-26,₹54,Recycler
Plastic,Kolkata,23-08-26,₹20,Recycler
Glass,Kolkata,23-08-26,₹5,Aggregator
PCB,Lucknow,23-08-26,₹415,Market Survey
Battery,Lucknow,23-08-26,₹113,Recycler
Mobile,Lucknow,23-08-26,₹210,Aggregator
Keyboard,Lucknow,23-08-26,₹30,Market Survey
Mouse,Lucknow,23-08-26,₹40,Recycler
Printer,Lucknow,23-08-26,₹16,Recycler
Television,Lucknow,23-08-26,₹22,Recycler
Washing Machine,Lucknow,23-08-26,₹21,Aggregator
Microwave,Lucknow,23-08-26,₹16,Recycler
Player,Lucknow,23-08-26,₹49,Recycler
Cable,Lucknow,23-08-26,₹355,Recycler
LCD Panel,Lucknow,23-08-26,₹40,Recycler
Motor,Lucknow,23-08-26,₹75,Recycler
Magnet Assembly,Lucknow,23-08-26,₹99,Recycler
Metal,Lucknow,23-08-26,₹56,Recycler
Plastic,Lucknow,23-08-26,₹20,Market Survey
Glass,Lucknow,23-08-26,₹5,Aggregator
PCB,Bhopal,24-08-26,₹375,Recycler
Battery,Bhopal,24-08-26,₹108,Recycler
Mobile,Bhopal,24-08-26,₹203,Recycler
Keyboard,Bhopal,24-08-26,₹26,Market Survey
Mouse,Bhopal,24-08-26,₹34,Aggregator
Printer,Bhopal,24-08-26,₹18,Market Survey
Television,Bhopal,24-08-26,₹22,Aggregator
Washing Machine,Bhopal,24-08-26,₹19,Aggregator
Microwave,Bhopal,24-08-26,₹17,Recycler
Player,Bhopal,24-08-26,₹42,Market Survey
Cable,Bhopal,24-08-26,₹387,Recycler
LCD Panel,Bhopal,24-08-26,₹43,Aggregator
Motor,Bhopal,24-08-26,₹69,Recycler
Magnet Assembly,Bhopal,24-08-26,₹87,Recycler
Metal,Bhopal,24-08-26,₹55,Market Survey
Plastic,Bhopal,24-08-26,₹19,Aggregator
